Gender,Height,Weight,BMI Class,age,activity level,TDEE,target calories,recommended meals
Male,177,117,4,26,Lightly Active,2957.97,2557.97,Meal C
Male,178,83,3,33,Moderately Active,2762.88,2462.88,Meal B
Female,197,114,3,18,Moderately Active,3286.39,2986.39,Meal C
Male,157,74,4,48,Very Active,2563.78,2163.78,Meal B
Male,159,124,5,18,Very Active,3706.59,3206.59,Meal D
Female,184,152,5,23,Sedentary,2872.8,2372.8,Meal B
Female,183,50,0,34,Very Active,2264.49,2764.49,Meal C
Female,166,153,5,18,Moderately Active,3590.58,3090.58,Meal D
Male,150,74,4,49,Very Active,2479.69,2079.69,Meal B
Male,143,88,5,38,Very Active,2740.59,2240.59,Meal B
Female,146,157,5,18,Very Active,3849.34,3349.34,Meal D
Female,185,140,5,50,Sedentary,2574.3,2074.3,Meal B
Female,153,133,5,18,Moderately Active,3154.64,2654.64,Meal C
Male,147,92,5,37,Lightly Active,2280.78,1780.78,Meal A
Female,193,61,1,19,Moderately Active,2418.39,2718.39,Meal C
Female,191,68,2,25,Sedentary,1905.3,1905.3,Meal A
Female,189,125,4,26,Moderately Active,3317.39,2917.39,Meal C
Female,187,102,3,37,Lightly Active,2533.78,2233.78,Meal B
Female,196,50,0,20,Lightly Active,2013.0,2513.0,Meal C
Female,181,94,3,29,Moderately Active,2736.14,2436.14,Meal B
Female,183,87,3,19,Very Active,3032.12,2732.12,Meal C
Female,192,108,3,47,Moderately Active,2920.2,2620.2,Meal C
Male,159,145,5,35,Sedentary,2728.5,2228.5,Meal B
Male,195,81,2,25,Lightly Active,2624.53,2624.53,Meal C
Male,159,120,5,35,Very Active,3490.97,2990.97,Meal C
Female,198,145,4,44,Moderately Active,3575.08,3175.08,Meal D
Female,166,140,5,40,Very Active,3581.96,3081.96,Meal D
Female,171,152,5,31,Very Active,3920.49,3420.49,Meal D
Female,180,60,2,31,Lightly Active,1937.38,1937.38,Meal A
Female,156,106,5,25,Moderately Active,2710.95,2210.95,Meal B
Male,198,109,3,28,Sedentary,2631.0,2331.0,Meal B
Female,169,88,2,45,Lightly Active,2131.59,2131.59,Meal B
Female,167,79,3,29,Lightly Active,2100.66,1800.66,Meal A
Female,166,144,5,25,Moderately Active,3396.83,2896.83,Meal C
Female,140,76,4,31,Very Active,2275.28,1875.28,Meal A
Female,152,114,5,18,Very Active,3172.28,2672.28,Meal C
Male,194,106,3,25,Moderately Active,3336.38,3036.38,Meal D
Female,183,76,2,37,Very Active,2687.12,2687.12,Meal C
Female,140,146,5,27,Sedentary,2446.8,1946.8,Meal A
Female,176,121,4,18,Sedentary,2470.8,2070.8,Meal B
Male,178,160,5,22,Moderately Active,4041.62,3541.62,Meal D
Female,184,160,5,22,Lightly Active,3408.62,2908.62,Meal C
Male,142,131,5,18,Moderately Active,3274.38,2774.38,Meal C
Male,142,69,4,42,Sedentary,1647.0,1247.0,Meal A
Male,163,123,5,23,Lightly Active,2940.78,2440.78,Meal B
Female,146,110,5,40,Very Active,2848.84,2348.84,Meal B
Male,143,149,5,22,Very Active,3930.84,3430.84,Meal D
Male,160,139,5,30,Moderately Active,3479.75,2979.75,Meal C
Male,165,143,5,31,Lightly Active,3177.97,2677.97,Meal C
Male,187,138,4,23,Lightly Active,3353.28,2953.28,Meal C
Male,180,73,2,32,Lightly Active,2337.5,2337.5,Meal B
Female,156,89,4,52,Sedentary,1732.8,1332.8,Meal A
Male,182,98,3,25,Very Active,3445.69,3145.69,Meal D
Male,188,114,4,24,Lightly Active,3025.0,2625.0,Meal C
Female,187,92,3,26,Lightly Active,2471.91,2171.91,Meal B
Male,197,88,2,28,Lightly Active,2717.34,2717.34,Meal C
Male,146,138,5,30,Lightly Active,2952.81,2452.81,Meal B
Female,164,71,3,27,Moderately Active,2230.45,1930.45,Meal A
Female,192,139,4,36,Very Active,3879.53,3479.53,Meal D
Male,158,96,4,28,Moderately Active,2809.38,2409.38,Meal B
Male,188,81,2,37,Lightly Active,2481.88,2481.88,Meal B
Male,178,140,5,42,Sedentary,2769.0,2269.0,Meal B
Male,162,130,5,28,Moderately Active,3375.12,2875.12,Meal C
Male,159,109,5,32,Very Active,3327.09,2827.09,Meal C
Male,154,54,2,24,Lightly Active,1907.81,1907.81,Meal A
Female,195,61,1,19,Lightly Active,2162.53,2462.53,Meal B
Male,149,100,5,65,Lightly Active,2215.47,1715.47,Meal A
Female,186,128,4,37,Moderately Active,3249.58,2849.58,Meal C
Male,142,91,5,32,Very Active,2833.31,2333.31,Meal B
Male,183,105,3,26,Lightly Active,2844.53,2544.53,Meal C
Male,174,90,3,31,Moderately Active,2848.12,2548.12,Meal C
Female,168,143,5,20,Very Active,3827.78,3327.78,Meal D
Male,187,96,3,26,Lightly Active,2755.16,2455.16,Meal B
Female,155,71,3,18,Very Active,2462.87,2162.87,Meal B
Male,190,135,4,21,Lightly Active,3351.56,2951.56,Meal C
Male,188,100,3,33,Lightly Active,2770.62,2470.62,Meal B
Male,144,88,5,18,Moderately Active,2627.25,2127.25,Meal B
Female,150,97,5,36,Lightly Active,2153.94,1653.94,Meal A
Male,187,80,2,40,Lightly Active,2438.91,2438.91,Meal B
Female,172,108,4,22,Sedentary,2260.8,1860.8,Meal A
Female,186,146,5,34,Lightly Active,3150.81,2650.81,Meal C
Female,177,81,3,24,Moderately Active,2534.64,2234.64,Meal B
Female,180,156,5,34,Very Active,4060.65,3560.65,Meal D
Female,172,111,4,42,Sedentary,2176.8,1776.8,Meal A
Female,190,156,5,19,Very Active,4297.84,3797.84,Meal D
Female,177,117,4,45,Lightly Active,2599.09,2199.09,Meal B
Female,169,145,5,33,Sedentary,2616.3,2116.3,Meal B
Female,184,86,3,21,Very Active,3008.4,2708.4,Meal C
Male,148,60,3,36,Lightly Active,1856.25,1556.25,Meal A
Female,168,87,4,21,Moderately Active,2563.7,2163.7,Meal B
Female,157,60,2,27,Sedentary,1542.3,1542.3,Meal A
Male,188,54,0,34,Sedentary,1860.0,2360.0,Meal B
Male,182,70,2,61,Very Active,2652.19,2652.19,Meal C
Male,169,136,5,28,Moderately Active,3535.94,3035.94,Meal D
Female,145,79,4,35,Very Active,2346.43,1946.43,Meal A
Male,181,139,4,32,Lightly Active,3253.59,2853.59,Meal C
Female,177,101,4,37,Sedentary,2124.3,1724.3,Meal A
Male,159,154,5,18,Moderately Active,3795.56,3295.56,Meal D
Male,151,62,3,18,Very Active,2550.84,2250.84,Meal B
Female,148,54,2,44,Very Active,1869.9,1869.9,Meal A
Female,167,110,4,29,Very Active,3170.12,2770.12,Meal C
Female,169,121,5,31,Moderately Active,3022.89,2522.89,Meal C
Female,182,126,4,33,Very Active,3573.34,3173.34,Meal D
Male,179,123,4,18,Sedentary,2716.5,2316.5,Meal B
Female,179,158,5,35,Moderately Active,3662.26,3162.26,Meal D
Male,166,107,4,31,Lightly Active,2691.56,2291.56,Meal B
Male,198,50,0,18,Very Active,2850.56,3350.56,Meal D
Male,191,62,1,28,Very Active,2895.84,3195.84,Meal D
Female,167,135,5,18,Moderately Active,3321.26,2821.26,Meal C
Male,151,154,5,51,Moderately Active,3462.31,2962.31,Meal C
Male,181,105,4,18,Very Active,3616.03,3216.03,Meal D
Female,192,101,3,28,Very Active,3293.03,2993.03,Meal C
Female,189,132,4,35,Very Active,3735.06,3335.06,Meal D
Female,163,159,5,34,Sedentary,2733.3,2233.3,Meal B
Male,187,136,4,27,Lightly Active,3298.28,2898.28,Meal C
Male,180,149,5,25,Very Active,4303.88,3803.88,Meal D
Female,149,61,3,44,Moderately Active,1798.39,1498.39,Meal A
Female,154,92,4,29,Very Active,2719.46,2319.46,Meal B
Male,183,138,5,20,Moderately Active,3764.56,3264.56,Meal D
Female,170,156,5,29,Lightly Active,3185.19,2685.19,Meal C
Female,176,54,1,36,Sedentary,1558.8,1858.8,Meal A
Male,178,85,3,54,Sedentary,2037.0,1737.0,Meal A
Female,188,115,4,18,Lightly Active,2851.75,2451.75,Meal B
Female,154,96,5,18,Moderately Active,2590.83,2090.83,Meal B
Female,166,126,5,21,Very Active,3504.34,3004.34,Meal D
Female,149,108,5,23,Moderately Active,2689.64,2189.64,Meal B
Male,150,95,5,34,Very Active,2971.31,2471.31,Meal B
Male,140,146,5,23,Moderately Active,3448.75,2948.75,Meal C
Male,145,99,5,35,Moderately Active,2675.69,2175.69,Meal B
Female,147,94,5,58,Very Active,2428.37,1928.37,Meal A
Male,183,147,5,22,Moderately Active,3888.56,3388.56,Meal D
Male,181,154,5,37,Moderately Active,3861.44,3361.44,Meal D
Male,149,61,3,26,Lightly Active,1947.34,1647.34,Meal A
Female,172,109,4,43,Very Active,3086.03,2686.03,Meal C
Female,146,101,5,26,Moderately Active,2528.83,2028.83,Meal B
Male,199,156,4,23,Sedentary,3232.5,2832.5,Meal C
Male,166,70,3,42,Sedentary,1839.0,1539.0,Meal A
Female,165,95,4,24,Sedentary,2040.3,1640.3,Meal A
Female,196,159,5,33,Sedentary,2986.8,2486.8,Meal B
Male,174,138,5,23,Moderately Active,3654.12,3154.12,Meal D
Male,195,69,1,39,Moderately Active,2664.06,2964.06,Meal C
Female,162,68,3,29,Very Active,2391.71,2091.71,Meal B
Female,171,131,5,26,Lightly Active,2870.66,2370.66,Meal B
Female,141,143,5,28,Lightly Active,2764.09,2264.09,Meal B
Male,181,111,4,33,Moderately Active,3225.94,2825.94,Meal C
Female,195,65,1,25,Moderately Active,2453.26,2753.26,Meal C
Male,154,145,5,18,Sedentary,2793.0,2293.0,Meal B
Female,167,85,4,26,Moderately Active,2484.26,2084.26,Meal B
Male,184,57,1,18,Lightly Active,2248.12,2548.12,Meal C
Male,146,70,4,37,Sedentary,1719.0,1319.0,Meal A
Male,187,62,1,29,Lightly Active,2267.03,2567.03,Meal C
Male,174,54,1,35,Very Active,2514.19,2814.19,Meal C
Female,186,137,4,18,Moderately Active,3536.33,3136.33,Meal D
Male,159,104,5,43,Lightly Active,2507.66,2007.66,Meal B
Female,156,52,2,27,Sedentary,1438.8,1438.8,Meal A
Male,192,101,3,32,Moderately Active,3185.25,2885.25,Meal C
Female,180,59,1,18,Sedentary,1756.8,2056.8,Meal B
Male,171,147,5,41,Very Active,4034.34,3534.34,Meal D
Male,193,54,0,42,Sedentary,1849.5,2349.5,Meal B
Female,183,150,5,31,Moderately Active,3608.01,3108.01,Meal D
Male,182,151,5,38,Sedentary,2955.0,2455.0,Meal B
Female,164,142,5,25,Moderately Active,3346.45,2846.45,Meal C
Male,174,90,3,36,Lightly Active,2492.19,2192.19,Meal B
Female,199,92,2,43,Lightly Active,2458.16,2458.16,Meal B
Female,145,141,5,35,Very Active,3415.93,2915.93,Meal C
Male,175,135,5,28,Moderately Active,3578.56,3078.56,Meal D
Female,186,140,5,32,Very Active,3866.59,3366.59,Meal D
Male,191,79,2,44,Very Active,3051.09,3051.09,Meal D
Female,182,84,3,18,Lightly Active,2373.94,2073.94,Meal B
Female,175,120,4,43,Sedentary,2301.3,1901.3,Meal A
Male,176,87,3,39,Very Active,3070.5,2770.5,Meal C
Male,161,115,5,30,Very Active,3469.41,2969.41,Meal C
Male,169,110,4,27,Moderately Active,3140.69,2740.69,Meal C
Female,143,118,5,41,Lightly Active,2348.16,1848.16,Meal A
Male,188,57,1,33,Moderately Active,2456.75,2756.75,Meal C
Male,165,62,2,33,Sedentary,1789.5,1789.5,Meal A
Female,178,79,2,36,Sedentary,1873.8,1873.8,Meal A
Female,164,126,5,29,Sedentary,2374.8,1874.8,Meal A
Male,181,141,5,18,Very Active,4237.03,3737.03,Meal D
Female,196,122,4,46,Sedentary,2464.8,2064.8,Meal B
Female,153,146,5,59,Lightly Active,2695.34,2195.34,Meal B
Male,160,156,5,51,Moderately Active,3580.5,3080.5,Meal D
Female,175,83,2,35,Lightly Active,2183.16,2183.16,Meal B
Male,140,143,5,24,Sedentary,2628.0,2128.0,Meal B
Male,198,136,4,18,Very Active,4334.06,3934.06,Meal D
Female,160,109,5,24,Lightly Active,2487.38,1987.38,Meal A
Male,179,110,4,20,Lightly Active,2920.16,2520.16,Meal C
Male,184,83,2,23,Lightly Active,2571.25,2571.25,Meal C
Male,168,50,1,20,Sedentary,1746.0,2046.0,Meal B
Male,179,93,3,18,Lightly Active,2700.16,2400.16,Meal B
Female,184,76,2,28,Very Active,2775.53,2775.53,Meal C
Male,161,118,5,29,Very Active,3529.78,3029.78,Meal D
Female,142,86,5,18,Lightly Active,2057.69,1557.69,Meal A
Male,174,107,4,37,Very Active,3411.19,3011.19,Meal D
Male,141,85,5,30,Lightly Active,2181.09,1681.09,Meal A
Male,171,141,5,45,Very Active,3896.34,3396.34,Meal D
Female,184,132,4,27,Lightly Active,2989.25,2589.25,Meal C
Male,195,126,4,22,Moderately Active,3679.31,3279.31,Meal D
Male,172,105,4,27,Sedentary,2394.0,1994.0,Meal A
Female,150,50,2,25,Lightly Active,1583.31,1583.31,Meal A
Male,189,87,2,18,Sedentary,2359.5,2359.5,Meal B
Male,182,73,2,26,Lightly Active,2395.94,2395.94,Meal B
Female,142,86,5,39,Very Active,2400.34,1900.34,Meal A
Male,140,152,5,20,Moderately Active,3565.0,3065.0,Meal D
Female,177,61,2,18,Very Active,2527.56,2527.56,Meal C
Male,164,75,3,18,Sedentary,2028.0,1728.0,Meal A
Female,150,87,4,28,Moderately Active,2335.08,1935.08,Meal A
Female,157,153,5,23,Moderately Active,3464.64,2964.64,Meal C
Female,157,52,2,26,Sedentary,1452.3,1452.3,Meal A
Female,187,130,4,35,Moderately Active,3305.76,2905.76,Meal C
Female,185,94,3,21,Moderately Active,2836.89,2536.89,Meal C
Female,183,96,3,21,Lightly Active,2526.91,2226.91,Meal B
Female,161,145,5,23,Very Active,3760.93,3260.93,Meal D
Male,195,153,5,31,Lightly Active,3573.28,3073.28,Meal D
Male,163,110,5,50,Sedentary,2248.5,1748.5,Meal A
Female,184,106,4,33,Very Active,3249.9,2849.9,Meal C
Male,147,84,4,18,Moderately Active,2594.31,2194.31,Meal B
Male,166,61,2,46,Very Active,2453.81,2453.81,Meal B
Male,155,51,2,26,Very Active,2335.22,2335.22,Meal B
Female,154,132,5,42,Moderately Active,2962.83,2462.83,Meal B
Female,159,104,5,28,Very Active,2988.99,2488.99,Meal B
Female,160,83,4,47,Very Active,2473.65,2073.65,Meal B
Female,163,57,0,35,Very Active,2160.99,2660.99,Meal C
Male,176,109,4,20,Moderately Active,3247.25,2847.25,Meal C
Female,164,71,3,48,Lightly Active,1834.25,1534.25,Meal A
Female,198,50,0,18,Moderately Active,2304.08,2804.08,Meal C
Female,171,155,5,38,Lightly Active,3118.16,2618.16,Meal C
Male,183,153,5,22,Very Active,4431.09,3931.09,Meal D
Female,155,115,5,34,Very Active,3083.87,2583.87,Meal C
Male,152,141,5,46,Very Active,3682.88,3182.88,Meal D
Female,177,155,5,25,Moderately Active,3673.89,3173.89,Meal D
Male,196,116,4,34,Sedentary,2664.0,2264.0,Meal B
Female,195,147,4,18,Sedentary,2925.3,2525.3,Meal C
Female,168,135,5,25,Sedentary,2536.8,2036.8,Meal B
Female,188,128,4,23,Lightly Active,2996.12,2596.12,Meal C
Male,197,149,4,34,Sedentary,3067.5,2667.5,Meal C
Male,159,140,5,42,Lightly Active,3009.53,2509.53,Meal C
Male,158,95,4,33,Sedentary,2133.0,1733.0,Meal A
Female,184,121,4,40,Very Active,3448.28,3048.28,Meal D
Female,182,84,3,50,Moderately Active,2428.08,2128.08,Meal B
Female,188,80,2,18,Moderately Active,2672.2,2672.2,Meal C
Female,164,70,3,37,Very Active,2378.78,2078.78,Meal B
Male,161,72,3,18,Lightly Active,2256.72,1956.72,Meal A
Male,170,115,4,27,Very Active,3592.31,3192.31,Meal D
Male,170,81,3,28,Lightly Active,2389.06,2089.06,Meal B
Male,169,141,5,44,Moderately Active,3489.44,2989.44,Meal C
Female,153,149,5,34,Lightly Active,2908.47,2408.47,Meal B
Female,179,67,2,20,Very Active,2635.37,2635.37,Meal C
Female,184,147,5,22,Very Active,4052.03,3552.03,Meal D
Male,199,99,2,28,Very Active,3620.34,3620.34,Meal D
Female,179,114,4,27,Lightly Active,2698.78,2298.78,Meal B
Male,152,146,5,27,Sedentary,2736.0,2236.0,Meal B
Male,154,100,5,18,Sedentary,2253.0,1753.0,Meal A
Female,197,72,2,30,Sedentary,1968.3,1968.3,Meal A
Female,165,83,4,18,Lightly Active,2214.09,1814.09,Meal A
Female,161,154,5,35,Sedentary,2652.3,2152.3,Meal B
Male,179,83,3,27,Lightly Active,2500.78,2200.78,Meal B
Female,150,119,5,26,Lightly Active,2525.19,2025.19,Meal B
Male,196,69,1,20,Sedentary,2184.0,2484.0,Meal B
Female,168,115,3,18,Very Active,3362.03,3062.03,Meal D
Female,168,139,5,38,Moderately Active,3237.95,2737.95,Meal C
Male,140,52,3,18,Moderately Active,2030.5,1730.5,Meal A
Female,186,148,4,18,Lightly Active,3288.31,2888.31,Meal C
Female,190,50,0,30,Moderately Active,2133.58,2633.58,Meal C
Male,185,60,1,20,Sedentary,1993.5,2293.5,Meal B
Male,145,117,5,18,Lightly Active,2737.97,2237.97,Meal B
Male,154,81,4,34,Sedentary,1929.0,1529.0,Meal A
Female,164,160,5,43,Lightly Active,3092.38,2592.38,Meal C
Female,185,52,0,23,Sedentary,1680.3,2180.3,Meal B
Female,188,99,3,31,Moderately Active,2865.95,2565.95,Meal C
Male,187,122,4,18,Moderately Active,3570.81,3170.81,Meal D
Male,173,131,5,22,Very Active,3943.78,3443.78,Meal D
Male,157,110,5,41,Sedentary,2257.5,1757.5,Meal A
Female,161,134,5,26,Moderately Active,3185.64,2685.64,Meal C
Male,178,117,4,44,Sedentary,2481.0,2081.0,Meal B
Male,166,160,5,44,Sedentary,2907.0,2407.0,Meal B
Male,145,130,5,57,Moderately Active,2985.69,2485.69,Meal B
Male,178,138,5,32,Sedentary,2805.0,2305.0,Meal B
Male,168,158,5,18,Lightly Active,3499.38,2999.38,Meal C
Male,161,155,5,23,Sedentary,2935.5,2435.5,Meal B
